animal_id,lrid,tag,rfid,nlis,is_new,draft,sex,dob,sire,dam,breed,colour,weaned,prev_tag,prev_pic,note,note_date,is_exported,is_history,is_deleted,tag_sorter,donordam,whp,esi,status_current,status_date,overall_adg,current_adg,last_weight,last_weight_date,selected,animal_group,current_farm,current_property,current_area,current_farm_date,current_property_date,current_area_date,animal_group_date,sex_date,breed_date,dob_date,colour_date,prev_pic_date,sire_date,dam_date,donordam_date,prev_tag_date,tag_date,rfid_date,nlis_date,modified,full_rfid,full_rfid_date
10097,0,20159B,964001035780437,"",0,"",Male,2023-03-14 00:00:00.000,"",20159,"","",0,"","","Buck prospect",2023-08-09 08:36:59.065,0,0,0,"                           20159B","",,,Current,2023-03-15 09:17:31.427,0.14,0.06,78.5,2024-01-04 10:32:01.612,0,"","","","",,,,,2023-03-15 09:17:57.091,,2023-03-15 09:18:01.568,,,,2023-03-15 09:18:06.645,,,2023-03-15 09:17:44.216,,,2024-01-04 10:32:01.718,"",
10098,0,20026A,964001035780439,"",0,"",Male,2023-03-14 00:00:00.000,"",20026,"","",0,"","","Weaning group 8/9/23",2023-08-09 11:57:50.270,0,0,0,"                           20026A","",,,Current,2023-03-15 09:20:00.945,0.08,0.08,56.0,2024-01-02 10:52:41.422,0,"","","","",,,,,2023-03-15 09:20:23.300,,2023-03-15 09:20:25.817,,,,2023-03-15 09:20:28.853,,,2023-03-15 09:20:12.229,,,2024-01-02 10:52:41.572,"",
10099,0,20026B,964001035780438,"",0,"",Male,2023-03-14 00:00:00.000,"",20026,"","",0,"","","New Tag: 20026B",2023-03-15 09:21:22.633,0,0,0,"                           20026B","",,,Dead,2023-04-19 12:01:11.485,"","","",,0,"","","","",,,,,2023-03-15 09:21:35.144,,2023-03-15 09:21:37.461,,,,2023-03-15 09:21:40.593,,,2023-03-15 09:21:22.480,,,2023-04-19 12:01:11.485,"",
10100,0,19197A,964001035780420,"",0,"",Female,2023-03-15 00:00:00.000,"",19197,"","",0,"","","Weaning group 8/9/23",2023-08-09 07:06:14.602,0,0,0,"                           19197A","",,,Current,2023-03-15 09:25:42.843,0.10,0.10,59.5,2024-01-02 11:10:45.648,0,"","","","",,,,,2023-03-15 09:26:18.281,,2023-03-15 09:26:21.439,,,,2023-03-15 09:26:25.762,,,2023-03-15 09:26:05.799,,,2024-01-02 11:10:45.751,"",
10101,0,19197B,964001035780421,"",0,"",Female,2023-03-15 00:00:00.000,"",19197,"","",0,"","","Weaning group 8/9/23",2023-08-09 12:18:20.690,0,0,0,"                           19197B","",,,Current,2023-03-15 09:26:39.324,0.06,0.06,41.5,2024-01-03 13:18:02.418,0,"","","","",,,,,2023-03-15 09:27:01.395,,2023-03-15 09:27:03.587,,,,2023-03-15 09:27:06.725,,,2023-03-15 09:26:50.916,,,2024-01-03 13:18:02.521,"",
10102,0,18215A,964001035780422,"",0,"",Male,2023-03-13 00:00:00.000,"",18215,"","",0,"","","Weaning group 8/9/23",2023-08-09 13:07:41.442,0,0,0,"                           18215A","",,,Current,2023-03-15 09:28:14.133,0.06,0.06,71.5,2024-01-03 13:32:48.624,0,"","","","",,,,,2023-03-15 09:29:18.238,,2023-03-15 09:29:21.555,,,,2023-03-15 09:29:25.977,,,2023-03-15 09:28:51.589,,,2024-01-03 13:32:48.730,"",
10103,0,18215B,964001035780423,"",0,"",Male,2023-03-13 00:00:00.000,"",18215,"","",0,"","","New Tag: 18215B",2023-03-15 09:29:46.052,0,0,0,"                           18215B","",,,Dead,2023-04-19 12:01:05.756,"","","",,0,"","","","",,,,,2023-03-15 09:30:05.116,,2023-03-15 09:30:08.231,,,,2023-03-15 09:30:14.062,,,2023-03-15 09:29:45.889,,,2023-04-19 12:01:05.756,"",
10104,0,23DWOT16264,"","",1,"","",,"",16264,"","",0,"","","",,0,0,0,"                              23DWOT16264","",,,Dead,2023-04-19 12:00:56.243,"","","",,0,"","","","",,,,,,,,,,,2024-01-13 07:24:00.212,,,,,,2024-01-13 07:24:00.259,"",
10105,0,23DWOT18041,"","",1,"","",,"",18041,"","",0,"","","",,0,0,0,"                              23DWOT18041","",,,Dead,2023-04-19 12:00:57.017,"","","",,0,"","","","",,,,,,,,,,,2024-01-13 07:25:19.625,,,,,,2024-01-13 07:25:19.640,"",
10106,0,23DWOT17313A,"","",1,"","",,"",17313,"","",0,"","","",,0,0,0,"                              23DWOT17313A","",,,Dead,2023-04-19 12:00:56.743,"","","",,0,"","","","",,,,,,,,,,,2024-01-13 07:24:48.295,,,,,,2024-01-13 07:24:48.326,"",
10107,0,23DWOT17313B,"","",1,"","",,"",17313,"","",0,"","","",,0,0,0,"                              23DWOT17313B","",,,Dead,2023-04-19 12:00:56.876,"","","",,0,"","","","",,,,,,,,,,,2024-01-13 07:25:04.592,,,,,,2024-01-13 07:25:04.607,"",
10108,0,23DWOT21009,"","",1,"","",,"",21009,"","",0,"","","",,0,0,0,"                              23DWOT21009","",,,Dead,2023-04-19 12:00:59.393,"","","",,0,"","","","",,,,,,,,,,,2024-01-13 07:29:42.705,,,,,,2024-01-13 07:29:42.782,"",
10109,0,23DWOT15060,"","",1,"","",,"",15060,"","",0,"","","",,0,0,0,"                              23DWOT15060","",,,Dead,2023-04-19 12:00:55.076,"","","",,0,"","","","",,,,,,,,,,,2024-01-13 07:22:13.244,,,,,,2024-01-13 07:22:13.260,"",
10110,0,19199A,964001035780424,"",0,"",Male,2023-03-15 00:00:00.000,"",19199,"","",0,"","","New Tag: 19199A",2023-03-15 14:20:08.818,0,0,0,"                           19199A","",,,Dead,2023-04-19 12:01:09.619,"","","",,0,"","","","",,,,,2023-03-15 14:20:23.734,,2023-03-15 14:20:27.737,,,,2023-03-15 14:20:31.562,,,2023-03-15 14:20:08.664,,,2023-04-19 12:01:09.619,"",
10111,0,19199B,964001035780425,"",0,"",Male,2023-03-15 00:00:00.000,"",19199,"","",0,"","",SELL,2024-01-04 10:29:07.559,0,0,0,"                           19199B","",,,Current,2023-03-15 14:21:06.642,0.12,0.07,88.5,2024-01-04 10:28:39.333,0,"","","","",,,,,2023-03-15 14:21:30.737,,2023-03-15 14:21:33.920,,,,2023-03-15 14:21:37.310,,,2023-03-15 14:21:17.346,,,2024-01-05 12:31:05.615,"",
10112,0,20097A,964001035780429,"",0,"",Female,2023-03-15 00:00:00.000,"",20097,"","",0,"","","Weaning group 8/9/23",2023-08-09 13:52:20.585,0,0,0,"                           20097A","",,,Current,2023-03-15 14:23:38.207,0.07,0.07,54.5,2024-01-03 13:22:12.991,0,"","","","",,,,,2023-03-15 14:24:10.133,,2023-03-15 14:24:12.653,,,,2023-03-15 14:24:16.145,,,2023-03-15 14:23:50.242,,,2024-01-03 13:22:13.102,"",
10113,0,20097B,964001035780426,"",0,"",Female,2023-03-15 00:00:00.000,"",20097,"","",0,"","","New Tag: 20097B",2023-03-15 14:24:40.586,0,0,0,"                           20097B","",,,Dead,2023-05-30 13:49:13.651,"","","",,0,"","","","",,,,,2023-03-15 14:24:54.460,,2023-03-15 14:24:56.601,,,,2023-03-15 14:24:59.459,,,2023-03-15 14:24:40.438,,,2023-05-30 13:49:13.651,"",
10114,0,20238A,964001035780427,"",0,"",Female,2023-03-15 00:00:00.000,"",20238,"","",0,"","","New Tag: 20238A",2023-03-15 14:26:44.358,0,0,0,"                           20238A","",,,Dead,2023-04-19 12:01:14.091,"","","",,0,"","","","",,,,,2023-03-15 14:26:55.926,,2023-03-15 14:26:58.049,,,,2023-03-15 14:27:01.656,,,2023-03-15 14:26:44.201,,,2023-04-19 12:01:14.092,"",
10115,0,20238B,964001035780428,"",0,"",Female,2023-03-15 00:00:00.000,"",20238,"","",0,"","","Weaning group 8/9/23",2023-08-09 14:55:41.030,0,0,0,"                           20238B","",,,Current,2023-03-15 14:27:23.219,0.04,0.04,47.0,2024-01-02 10:08:27.327,0,"","","","",,,,,2023-03-15 14:27:55.512,,2023-03-15 14:27:57.692,,,,2023-03-15 14:28:00.883,,,2023-03-15 14:27:43.563,,,2024-01-02 10:08:27.434,"",
10116,0,20175S,964001035780440,"",0,"",Male,2023-03-15 00:00:00.000,"",20175,"","",0,"","","Weaning group 8/9/23",2023-08-09 10:47:59.970,0,0,0,"                           20175S","",,,Current,2023-03-15 14:32:36.169,0.02,-0.05,69.0,2024-01-04 10:10:54.259,0,"","","","",,,,,2023-03-15 14:33:21.985,,2023-03-15 14:33:25.195,,,,2023-03-15 14:33:28.273,,,2023-03-15 14:33:06.313,,,2024-01-04 10:10:54.366,"",
10117,0,18163A,964001035780441,"",0,"",Male,2023-03-15 00:00:00.000,"",18163,"","",0,"","","New Tag: 18163A",2023-03-15 14:37:18.922,0,0,0,"                           18163A","",,,Dead,2023-04-19 12:01:05.575,"","","",,0,"","","","",,,,,2023-03-15 14:37:41.580,,2023-03-15 14:37:44.579,,,,2023-03-15 14:38:02.222,,,2023-03-15 14:37:18.755,,,2023-04-19 12:01:05.575,"",
10118,0,18163B,964001035780442,"",0,"",Male,2023-03-15 00:00:00.000,"",18163,"","",0,"","","Weaning group 8/9/23",2023-08-09 12:17:39.409,0,0,0,"                           18163B","",,,Current,2023-03-15 14:38:22.007,0.04,0.04,62.5,2024-01-03 13:16:34.342,0,"","","","",,,,,2023-03-15 14:38:51.748,,2023-03-15 14:38:55.430,,,,2023-03-15 14:38:58.925,,,2023-03-15 14:38:32.426,,,2024-01-03 13:16:34.452,"",
10119,0,16129A,964001035780444,"",0,"",Male,2023-03-15 00:00:00.000,"",16129,"","",0,"","","Weaning group 8/9/23",2023-08-09 12:33:52.029,0,0,0,"                           16129A","",,,Current,2023-03-15 14:44:30.150,0.12,0.12,76.0,2024-01-02 12:44:42.686,0,"","","","",,,,,2023-03-15 14:45:04.129,,2023-03-15 14:45:08.185,,,,2023-03-15 14:45:32.456,,,2023-03-15 14:44:40.461,,,2024-01-02 12:44:42.791,"",
10120,0,16129B,964001035780443,"",0,"",Male,2023-03-15 00:00:00.000,"",16129,"","",0,"","","",,0,0,0,"                           16129B","",,,Dead,2023-03-18 10:57:02.246,"","","",,0,"","","","",,,,,2023-03-15 14:46:01.364,,2023-03-15 14:46:04.623,,,,2023-03-15 14:46:07.568,,,2023-03-15 14:45:43.394,,,2023-03-21 07:46:35.670,"",
10121,0,19012A,964001035780445,"",0,"",Female,2023-03-15 00:00:00.000,"",19012,"","",0,"","","Weaning group 8/9/23",2023-08-09 14:09:45.923,0,0,0,"                           19012A","",,,Current,2023-03-15 14:50:05.458,0.09,0.09,44.0,2024-01-03 13:44:00.241,0,"","","","",,,,,2023-03-15 14:51:13.182,,2023-03-15 14:51:15.928,,,,2023-03-15 14:51:21.381,,,2023-03-15 14:50:54.442,,,2024-01-03 13:44:00.346,"",
10122,0,19012B,964001035780446,"",0,"",Male,2023-03-15 00:00:00.000,"",19012,"","",0,"","","Weaning group 8/9/23",2023-08-09 11:34:29.136,0,0,0,"                           19012B","",,,Current,2023-03-15 14:51:32.051,0.10,0.10,65.0,2024-01-03 12:52:09.020,0,"","","","",,,,,2023-03-15 14:51:59.496,,2023-03-15 14:52:01.649,,,,2023-03-15 14:52:04.766,,,2023-03-15 14:51:42.278,,,2024-01-03 12:52:09.123,"",
10123,0,20151S,964001035780447,"",0,"",Male,2023-03-15 00:00:00.000,"",20151,"","",0,"","","",,0,0,0,"                           20151S","",,,Current,2023-03-15 14:53:41.807,0.07,0.07,58.5,2024-01-02 10:10:20.213,0,"","","","",,,,,2023-03-15 14:54:04.219,,2023-03-15 14:54:06.473,,,,2023-03-15 14:54:11.572,,,2023-03-15 14:53:50.781,,,2024-01-02 10:10:20.320,"",
10124,0,18008A,964001035780448,"",0,"",Male,2023-03-15 00:00:00.000,"",18008,"","",0,"","","Weaning group 8/9/23",2023-08-09 12:27:43.608,0,0,0,"                           18008A","",,,Current,2023-03-15 14:56:21.506,0.05,0.05,56.5,2024-01-02 12:37:32.193,0,"","","","",,,,,2023-03-15 14:56:53.642,,2023-03-15 14:56:56.326,,,,2023-03-15 14:56:59.506,,,2023-03-15 14:56:35.453,,,2024-01-02 12:37:32.297,"",
10125,0,18008B,964001035780449,"",0,"",Male,2023-03-15 00:00:00.000,"",18008,"","",0,"","","New Tag: 18008B",2023-03-15 14:57:19.906,0,0,0,"                           18008B","",,,Dead,2023-04-19 12:01:05.048,"","","",,0,"","","","",,,,,2023-03-15 14:57:31.921,,2023-03-15 14:57:33.977,,,,2023-03-15 14:57:36.656,,,2023-03-15 14:57:19.754,,,2023-04-19 12:01:05.048,"",
10126,0,19054AR,964001035780450,"",0,"",Male,2023-03-15 00:00:00.000,"",19054,"","",0,"","","New Tag: 19054A",2023-03-15 15:01:21.629,0,0,0,"                           19054AR","",,,Dead,2023-04-19 12:01:07.052,"","","",,0,"","","","Bottle BB",,,2023-04-01 15:30:16.322,,2023-03-15 15:01:34.940,,2023-03-15 15:01:37.094,,,,2023-03-15 15:01:41.003,,,2023-04-01 15:30:15.973,,,2023-04-19 12:01:07.052,"",
10127,0,19054B,964001035780451,"",0,"",Male,2023-03-15 00:00:00.000,"",19054,"","",0,"","","Buck prospect",2023-08-09 09:03:08.322,0,0,0,"                           19054B","",,,Current,2023-03-15 15:01:46.679,0.11,0.03,80.0,2024-01-04 10:04:31.517,0,"","","","",,,,,2023-03-15 15:02:17.668,,2023-03-15 15:02:19.838,,,,2023-03-15 15:02:25.376,,,2023-03-15 15:02:03.947,,,2024-01-04 10:04:31.625,"",
10128,0,19110A,964001035780452,"",0,"",Female,2023-03-15 00:00:00.000,"",19110,"","",0,"","","Weaning group 8/9/23",2023-08-09 14:55:53.586,0,0,0,"                           19110A","",,,Current,2023-03-15 15:09:41.078,0.11,0.11,58.0,2024-01-02 11:11:20.457,0,"","","","",,,,,2023-03-15 15:10:09.989,,2023-03-15 15:10:12.211,,,,2023-03-15 15:10:16.389,,,2023-03-15 15:09:54.064,,,2024-01-02 11:11:20.559,"",
10129,0,19110B,964001035780453,"",0,"",Female,2023-03-15 00:00:00.000,"",19110,"","",0,"","","Weaning group 8/9/23",2023-08-09 08:44:14.239,0,0,0,"                           19110B","",,,Current,2023-03-15 15:11:12.590,0.16,0.16,65.5,2023-11-07 14:37:45.520,0,"","","","",,,,,2023-03-15 15:11:34.433,,2023-03-15 15:11:36.359,,,,2023-03-15 15:11:39.461,,,2023-03-15 15:11:22.825,,,2024-01-03 13:16:53.335,"",
10130,0,20224A,964001035780454,"",0,"",Male,2023-03-15 00:00:00.000,"",20224,"","",0,"","","Weaning group 8/9/23",2023-08-09 07:16:01.587,0,0,0,"                           20224A","",,,Current,2023-03-15 15:15:44.675,0.07,0.19,78.0,2024-01-04 10:27:34.780,0,"","","","",,,,,2023-03-15 15:16:15.613,,2023-03-15 15:16:18.420,,,,2023-03-15 15:16:21.652,,,2023-03-15 15:16:00.747,,,2024-01-04 10:27:34.896,"",
10131,0,20224BR,964001035780455,"",0,"",Male,2023-03-15 00:00:00.000,"",20224,"","",0,"","","New Tag: 20224B",2023-03-15 15:16:39.992,0,0,0,"                           20224BR","",,,Current,2023-03-15 15:16:30.905,"","",52.5,2024-01-04 09:23:57.169,0,"","","","Bottle BB",,,2023-04-10 16:09:09.027,,2023-03-15 15:16:53.087,,2023-03-15 15:16:55.292,,,,2023-03-15 15:16:58.537,,,2023-03-24 09:22:11.143,,,2024-01-04 09:23:57.271,"",
10132,0,21030A,964001035780456,"",0,"",Female,2023-03-15 00:00:00.000,"",21030,"","",0,"","","New Tag: 21030A",2023-03-16 08:37:39.887,0,0,0,"                           21030A","",,,Dead,2024-01-08 11:25:53.313,"","","",,0,"","","","",,,,,2023-03-16 08:37:52.743,,2023-03-16 08:37:55.944,,,,2023-03-16 08:38:01.318,,,2023-03-16 08:37:39.733,,,2024-01-08 11:25:53.313,"",
10133,0,21030B,964001035780457,"",0,"",Male,2023-03-15 00:00:00.000,"",21030,"","",0,"","","Weaning group 8/9/23",2023-08-09 07:51:07.075,0,0,0,"                           21030B","",,,Current,2023-03-16 08:38:46.513,0.09,0.09,58.5,2024-01-02 12:59:05.996,0,"","","","",,,,,2023-03-16 08:39:09.329,,2023-03-16 08:39:14.031,,,,2023-03-16 08:39:18.099,,,2023-03-16 08:38:56.720,,,2024-01-02 12:59:06.103,"",
10134,0,20222A,964001035780459,"",0,"",Male,2023-03-15 00:00:00.000,"",20222,"","",0,"","",SELL,2024-01-04 10:09:12.946,0,0,0,"                           20222A","",,,Current,2023-03-16 08:41:46.581,0.10,0.00,68.5,2024-01-04 10:08:35.262,0,"","","","",,,,,2023-03-16 08:42:16.032,,2023-03-16 08:42:19.071,,,,2023-03-16 08:42:23.183,,,2023-03-16 08:41:55.985,,,2024-01-04 10:09:12.884,"",
10135,0,20222BR,964001035780458,"",0,"",Female,2023-03-15 00:00:00.000,"",20222,"","",0,"","","bottle baby",2023-03-18 12:00:27.000,0,0,0,"                           20222BR","",,,Current,2023-03-16 08:42:26.668,"","",42.0,2024-01-04 09:09:51.738,0,"","","","Bottle BB",,,2023-04-10 16:10:27.986,,2023-03-16 08:42:49.768,,2023-03-16 08:42:51.863,,,,2023-03-16 08:42:54.671,,,2023-03-25 08:33:20.457,,,2024-01-04 09:09:51.842,"",
10136,0,19214A,964001035780460,"",0,"",Male,2023-03-16 00:00:00.000,"",18005,"","",0,"","","New Tag: 19214A",2023-03-16 08:46:03.388,0,0,0,"                           19214A","",,,Current,2023-03-16 08:45:53.471,0.06,0.06,66.0,2024-01-04 09:59:05.937,0,"","","","",,,,,2023-03-16 08:46:20.377,,2023-03-16 08:46:26.034,,,,2023-03-16 08:46:33.232,,,2023-03-16 08:46:03.237,,,2024-01-04 09:59:06.041,"",
10137,0,19214B,964001035780461,"",0,"",Female,2023-03-16 00:00:00.000,"",18005,"","",0,"","","New Tag: 19214B",2023-03-16 08:46:53.962,0,0,0,"                           19214B","",,,Dead,2024-01-08 11:25:51.165,"","","",,0,"","","","",,,,,2023-03-16 08:47:04.675,,2023-03-16 08:47:10.531,,,,2023-03-16 08:47:13.303,,,2023-03-16 08:46:53.794,,,2024-01-08 11:25:51.165,"",
10138,0,18035A,964001035780463,"",0,"",Male,2023-03-16 00:00:00.000,"",18035,"","",0,"","","Weaning group 8/9/23",2023-08-09 12:03:57.479,0,0,0,"                           18035A","",,,Current,2023-03-16 08:50:21.876,0.10,0.10,52.0,2024-01-03 12:35:49.374,0,"","","","",,,,,2023-03-16 08:52:16.394,,2023-03-16 08:52:19.399,,,,2023-03-16 08:52:22.726,,,2023-03-16 08:51:59.809,,,2024-01-03 12:35:49.478,"",
10139,0,18035B,964001035780462,"",0,"",Female,2023-03-16 00:00:00.000,"",18035,"","",0,"","","New Tag: 18035B",2023-03-16 08:52:47.888,0,0,0,"                           18035B","",,,Dead,2023-03-18 10:57:01.981,"","","",,0,"","","","",,,,,2023-03-16 08:53:14.454,,2023-03-16 08:53:17.725,,,,2023-03-16 08:53:20.908,,,2023-03-16 08:52:47.744,,,2023-03-23 09:48:09.284,"",
10140,0,16009S,964001035780464,"",0,"",Male,2023-03-16 00:00:00.000,"",16009,"","",0,"","","Weaning group 8/9/23",2023-08-09 07:13:24.961,0,0,0,"                           16009S","",,,Current,2023-03-16 08:56:45.127,0.05,0.05,56.0,2024-01-02 12:45:32.580,0,"","","","",,,,,2023-03-16 08:57:12.807,,2023-03-16 08:57:15.992,,,,2023-03-16 08:57:25.173,,,2023-03-16 08:57:01.185,,,2024-01-02 12:45:32.682,"",
10141,0,17499A,964001035780465,"",0,"",Female,2023-03-15 00:00:00.000,"",17499,"","",0,"","","Weaning group 8/9/23",2023-08-09 15:17:18.972,0,0,0,"                           17499A","",,,Current,2023-03-16 08:59:06.579,0.09,0.09,38.0,2024-01-04 09:14:31.463,0,"","","","",,,,,2023-03-16 08:59:31.915,,2023-03-16 08:59:34.361,,,,2023-03-16 08:59:37.977,,,2023-03-16 08:59:17.346,,,2024-01-04 09:14:31.568,"",
10142,0,17499B,964001035780466,"",0,"",Female,2023-03-15 00:00:00.000,"",17499,"","",0,"","","Weaning group 8/9/23",2023-08-09 11:22:43.776,0,0,0,"                           17499B","",,,Current,2023-03-16 08:59:51.655,0.07,0.07,50.0,2024-01-03 12:54:30.657,0,"","","","",,,,,2023-03-16 09:00:44.563,,2023-03-16 09:00:46.709,,,,2023-03-16 09:00:50.070,,,2023-03-16 09:00:30.772,,,2024-01-03 12:54:30.763,"",
10143,0,19149A,964001035780467,"",0,"",Male,2023-03-15 00:00:00.000,"",19149,"","",0,"","","New Tag: 19149A",2023-03-16 09:03:43.877,0,0,0,"                           19149A","",,,Dead,2023-05-10 13:49:09.582,"","","",,0,"","","","",,,,,2023-03-16 09:03:57.588,,2023-03-16 09:04:00.598,,,,2023-03-16 09:04:03.618,,,2023-03-16 09:03:43.715,,,2023-05-10 13:49:09.582,"",
10144,0,19149B,964001035780468,"",0,"",Female,2023-03-15 00:00:00.000,"",19149,"","",0,"","","New Tag: 19149B",2023-03-16 09:04:18.410,0,0,0,"                           19149B","",,,Dead,2023-04-19 12:01:08.770,"","","",,0,"","","","",,,,,2023-03-16 09:04:30.429,,2023-03-16 09:04:32.449,,,,2023-03-16 09:04:35.408,,,2023-03-16 09:04:18.257,,,2023-04-19 12:01:08.770,"",
10145,0,17321A,964001035780469,"",0,"",Female,2023-03-16 00:00:00.000,"",17321,"","",0,"","","Weaning group 8/9/23",2023-08-09 07:53:12.408,0,0,0,"                           17321A","",,,Current,2023-03-16 09:09:17.242,0.07,0.07,77.5,2024-01-03 11:11:18.721,0,"","","","",,,,,2023-03-16 09:09:58.954,,2023-03-16 09:10:02.201,,,,2023-03-16 09:10:06.159,,,2023-03-16 09:09:43.547,,,2024-01-03 11:11:18.830,"",
10146,0,17321B,964001035780470,"",0,"",Female,2023-03-16 00:00:00.000,"",17321,"","",0,"","","New Tag: 17321B",2023-03-16 09:10:53.145,0,0,0,"                           17321B","",,,Dead,2023-04-19 12:01:03.717,"","","",,0,"","","","",,,,,2023-03-16 09:11:07.996,,2023-03-16 09:11:11.144,,,,2023-03-16 09:11:15.111,,,2023-03-16 09:10:52.994,,,2023-04-19 12:01:03.717,"",
10147,0,16031A,964001035780471,"",0,"",Male,2023-03-15 00:00:00.000,"",16031,"","",0,"","","Weaning group 8/9/23",2023-08-09 14:56:37.236,0,0,0,"                           16031A","",,,Current,2023-03-16 09:58:04.556,0.09,0.09,53.0,2024-01-03 08:54:12.235,0,"","","","",,,,,2023-03-16 09:58:49.704,,2023-03-16 09:58:52.417,,,,2023-03-16 09:58:58.784,,,2023-03-16 09:58:35.876,,,2024-01-03 08:54:12.332,"",
10148,0,16031B,964001035780472,"",0,"",Male,2023-03-15 00:00:00.000,"",16031,"","",0,"","","New Tag: 16031B",2023-03-16 09:59:12.711,0,0,0,"                           16031B","",,,Dead,2023-04-19 12:01:01.441,"","","",,0,"","","","",,,,,2023-03-16 09:59:24.873,,2023-03-16 09:59:27.220,,,,2023-03-16 09:59:32.014,,,2023-03-16 09:59:12.561,,,2023-04-19 12:01:01.441,"",
10149,0,17159A,964001035780473,"",0,"",Female,2023-03-15 00:00:00.000,"",17159,"","",0,"","","Weaning group 8/9/23",2023-08-09 08:50:39.822,0,0,0,"                           17159A","",,,Current,2023-03-16 10:01:14.957,0.11,0.11,60.1,2024-01-03 09:46:13.933,0,"","","","",,,,,2023-03-16 10:01:48.748,,2023-03-16 10:01:51.603,,,,2023-03-16 10:01:55.282,,,2023-03-16 10:01:37.107,,,2024-01-03 09:46:14.145,"",
10150,0,17159B,964001035780474,"",0,"",Female,2023-03-15 00:00:00.000,"",17159,"","",0,"","","Weaning group 8/9/23",2023-08-09 13:14:29.982,0,0,0,"                           17159B","",,,Current,2023-03-16 10:02:27.106,0.10,0.10,60.0,2024-01-03 11:04:24.306,0,"","","","",,,,,2023-03-16 10:04:05.211,,2023-03-16 10:04:08.126,,,,2023-03-16 10:04:11.480,,,2023-03-16 10:03:45.235,,,2024-01-03 11:04:24.411,"",
10151,0,15005S,964001035780476,"",0,"",Male,2023-03-16 00:00:00.000,"",15005,"","",0,"","","Weaning group 8/9/23",2023-08-09 11:03:53.314,0,0,0,"                           15005S","",,,Current,2023-03-16 10:07:31.982,0.09,0.09,53.5,2024-01-02 11:49:12.194,0,"","","","",,,,,2023-03-16 10:08:10.191,,2023-03-16 10:08:12.991,,,,2023-03-16 10:08:16.932,,,2023-03-16 10:07:54.068,,,2024-01-02 11:49:12.296,"",
10152,0,09017A,964001035780475,"",0,"",Male,2023-03-16 00:00:00.000,"",09017,"","",0,"","","Weaning group 8/9/23",2023-08-09 08:17:40.604,0,0,0,"                            9017A","",,,Current,2023-03-16 10:11:57.818,0.06,0.06,51.5,2024-01-02 09:39:03.061,0,"","","","",,,,,2023-03-16 10:12:23.453,,2023-03-16 10:12:34.654,,,,2023-03-16 10:12:41.232,,,2023-03-16 10:12:08.995,,,2024-01-02 09:39:03.164,"",
10153,0,09017B,964001035780477,"",0,"",Female,2023-03-16 00:00:00.000,"",09017,"","",0,"","","New Tag: 09017B",2023-03-16 10:13:32.203,0,0,0,"                            9017B","",,,Dead,2023-04-19 12:00:59.585,"","","",,0,"","","","",,,2023-03-25 09:13:41.926,,2023-03-16 10:13:48.809,,2023-03-16 10:13:50.851,,,,2023-03-16 10:13:55.966,,,2023-03-16 10:13:32.061,,,2023-04-19 12:00:59.588,"",
10154,0,19227A,964001035780478,"",0,"",Female,2023-03-15 00:00:00.000,"",16102,"","",0,"","","Weaning group 8/9/23",2023-08-09 13:04:31.234,0,0,0,"                           19227A","",,,Current,2023-03-16 10:19:39.095,0.08,0.08,47.2,2024-01-02 11:51:28.674,0,"","","","",,,,,2023-03-16 10:20:25.002,,2023-03-16 10:20:33.318,,,,2023-03-16 10:20:38.393,,,2023-03-16 10:19:56.435,,,2024-01-02 11:51:28.882,"",
